Keyword,title,price,raw_price,rating,Reviews,platform,position,Delivery,Link,thumbnail,Data_Source,brand,rank,visibility_score,top_10_products,price_range
air fryer India,HP air fryer India Model 837,20648.0,,3.8,866,reliance digital,,5 Days,,,CSV,HP,13,7.6923076923076925,False,Premium
power bank fast charging,LG power bank fast charging Model 340,40436.0,,3.9,4359,reliance digital,,2 Days,,,CSV,LG,12,8.333333333333332,False,Luxury
men running shoes,Nike men running shoes Model 543,22065.0,,3.7,2416,flipkart,,5 Days,,,CSV,Nike,14,7.142857142857142,False,Premium
microwave oven convection,Nike microwave oven convection Model 856,27091.0,,4.1,277,croma,,5 Days,,,CSV,Nike,10,10.0,True,Luxury
men running shoes,Boat men running shoes Model 803,20987.0,,4.5,3826,flipkart,,2 Days,,,CSV,Boat,6,16.666666666666664,True,Premium
power bank fast charging,Philips power bank fast charging Model 895,26131.0,,4.6,2596,croma,,2 Days,,,CSV,Philips,5,20.0,True,Luxury
office chair ergonomic,Nike office chair ergonomic Model 698,18380.0,,3.1,1698,reliance digital,,Free Delivery,,,CSV,Nike,20,5.0,False,Premium
office chair ergonomic,Dell office chair ergonomic Model 875,32126.0,,3.2,3250,reliance digital,,5 Days,,,CSV,Dell,19,5.263157894736842,False,Luxury
air fryer India,Philips air fryer India Model 596,21238.0,,4.8,2607,flipkart,,Free Delivery,,,CSV,Philips,3,33.33333333333333,True,Premium
men running shoes,Boat men running shoes Model 933,22065.0,,3.7,4626,reliance digital,,5 Days,,,CSV,Boat,14,7.142857142857142,False,Premium
air fryer India,Samsung air fryer India Model 271,23754.5,,3.0,2163,reliance digital,,5 Days,,,CSV,Samsung,21,4.761904761904762,False,Premium
office chair ergonomic,HP office chair ergonomic Model 303,1279.0,,4.9,4932,amazon,,2 Days,,,CSV,HP,2,50.0,True,Mid Range
office chair ergonomic,Philips office chair ergonomic Model 477,10866.0,,3.7,4350,croma,,5 Days,,,CSV,Philips,14,7.142857142857142,False,Premium
power bank fast charging,Philips power bank fast charging Model 642,28225.0,,4.6,2579,reliance digital,,2 Days,,,CSV,Philips,5,20.0,True,Luxury
air fryer India,Nike air fryer India Model 718,29744.0,,4.3,767,croma,,5 Days,,,CSV,Nike,8,12.5,True,Luxury
men running shoes,Puma men running shoes Model 786,46190.0,,4.4,4850,reliance digital,,2 Days,,,CSV,Puma,7,14.285714285714285,True,Luxury
air fryer India,Philips air fryer India Model 430,23754.5,,3.8,2842,amazon,,2 Days,,,CSV,Philips,13,7.6923076923076925,False,Premium
power bank fast charging,Puma power bank fast charging Model 482,45981.0,,4.7,4614,croma,,Free Delivery,,,CSV,Puma,4,25.0,True,Luxury
air fryer India,Samsung air fryer India Model 258,23754.5,,3.4,1089,croma,,2 Days,,,CSV,Samsung,17,5.88235294117647,False,Premium
office chair ergonomic,Puma office chair ergonomic Model 101,23925.5,,4.7,2219,amazon,,Free Delivery,,,CSV,Puma,4,25.0,True,Premium
air fryer India,Philips air fryer India Model 969,34115.0,,3.7,2589,reliance digital,,2 Days,,,CSV,Philips,14,7.142857142857142,False,Luxury
men running shoes,Puma men running shoes Model 582,28024.0,,3.7,80,flipkart,,Free Delivery,,,CSV,Puma,14,7.142857142857142,False,Luxury
men running shoes,Puma men running shoes Model 698,10209.0,,4.2,1801,reliance digital,,5 Days,,,CSV,Puma,9,11.11111111111111,True,Premium
air fryer India,Samsung air fryer India Model 828,46174.0,,3.8,996,flipkart,,2 Days,,,CSV,Samsung,13,7.6923076923076925,False,Luxury
power bank fast charging,Samsung power bank fast charging Model 560,26131.0,,3.9,3606,reliance digital,,5 Days,,,CSV,Samsung,12,8.333333333333332,False,Luxury
power bank fast charging,Boat power bank fast charging Model 839,14552.0,,3.0,3900,amazon,,Free Delivery,,,CSV,Boat,21,4.761904761904762,False,Premium
power bank fast charging,Boat power bank fast charging Model 674,37226.0,,4.0,240,amazon,,Free Delivery,,,CSV,Boat,11,9.090909090909092,False,Luxury
microwave oven convection,Dell microwave oven convection Model 467,2674.0,,4.7,1877,amazon,,2 Days,,,CSV,Dell,4,25.0,True,Mid Range
office chair ergonomic,LG office chair ergonomic Model 721,29876.0,,4.9,2562,croma,,Free Delivery,,,CSV,LG,2,50.0,True,Luxury
office chair ergonomic,HP office chair ergonomic Model 674,25437.0,,3.0,2042,croma,,2 Days,,,CSV,HP,21,4.761904761904762,False,Luxury
microwave oven convection,Samsung microwave oven convection Model 355,19714.0,,2.5,658,amazon,,Free Delivery,,,CSV,Samsung,26,3.8461538461538463,False,Premium
men running shoes,HP men running shoes Model 182,47672.0,,3.9,,reliance digital,,2 Days,,,CSV,HP,12,8.333333333333332,False,Luxury
men running shoes,HP men running shoes Model 331,29643.0,,4.6,359,reliance digital,,2 Days,,,CSV,HP,5,20.0,True,Luxury
power bank fast charging,Sony power bank fast charging Model 702,26131.0,,4.7,4883,croma,,5 Days,,,CSV,Sony,4,25.0,True,Luxury
office chair ergonomic,Boat office chair ergonomic Model 293,14351.0,,3.9,1098,flipkart,,5 Days,,,CSV,Boat,12,8.333333333333332,False,Premium
air fryer India,Nike air fryer India Model 642,6086.0,,3.8,4274,flipkart,,5 Days,,,CSV,Nike,13,7.6923076923076925,False,Premium
air fryer India,HP air fryer India Model 311,43097.0,,3.6,1168,reliance digital,,2 Days,,,CSV,HP,15,6.666666666666667,False,Luxury
office chair ergonomic,HP office chair ergonomic Model 929,48052.0,,3.8,37,croma,,2 Days,,,CSV,HP,13,7.6923076923076925,False,Luxury
office chair ergonomic,Nike office chair ergonomic Model 400,14284.0,,4.7,1381,croma,,Free Delivery,,,CSV,Nike,4,25.0,True,Premium
men running shoes,Nike men running shoes Model 617,17198.0,,3.8,3865,croma,,5 Days,,,CSV,Nike,13,7.6923076923076925,False,Premium
power bank fast charging,HP power bank fast charging Model 745,30753.0,,4.6,884,reliance digital,,2 Days,,,CSV,HP,5,20.0,True,Luxury
men running shoes,Philips men running shoes Model 827,22065.0,,2.7,2023,flipkart,,Free Delivery,,,CSV,Philips,24,4.166666666666666,False,Premium
microwave oven convection,LG microwave oven convection Model 103,45883.0,,4.5,1488,flipkart,,2 Days,,,CSV,LG,6,16.666666666666664,True,Luxury
microwave oven convection,Nike microwave oven convection Model 484,35539.0,,3.8,461,reliance digital,,Free Delivery,,,CSV,Nike,13,7.6923076923076925,False,Luxury
microwave oven convection,Nike microwave oven convection Model 744,14102.0,,3.3,355,reliance digital,,Free Delivery,,,CSV,Nike,18,5.555555555555555,False,Premium
power bank fast charging,HP power bank fast charging Model 251,29650.0,,4.0,2211,amazon,,5 Days,,,CSV,HP,11,9.090909090909092,False,Luxury
men running shoes,Nike men running shoes Model 881,22065.0,,4.3,3162,amazon,,Free Delivery,,,CSV,Nike,8,12.5,True,Premium
men running shoes,Philips men running shoes Model 830,37227.0,,3.2,2415,flipkart,,Free Delivery,,,CSV,Philips,19,5.263157894736842,False,Luxury
men running shoes,Sony men running shoes Model 146,15396.0,,4.5,1884,flipkart,,5 Days,,,CSV,Sony,6,16.666666666666664,True,Premium
power bank fast charging,Puma power bank fast charging Model 127,10720.0,,4.3,629,reliance digital,,Free Delivery,,,CSV,Puma,8,12.5,True,Premium
men running shoes,Samsung men running shoes Model 413,14199.0,,3.9,4628,reliance digital,,Free Delivery,,,CSV,Samsung,12,8.333333333333332,False,Premium
air fryer India,Samsung air fryer India Model 611,3868.0,,2.7,4042,croma,,2 Days,,,CSV,Samsung,24,4.166666666666666,False,Mid Range
power bank fast charging,LG power bank fast charging Model 130,49897.0,,3.0,2424,reliance digital,,5 Days,,,CSV,LG,21,4.761904761904762,False,Luxury
office chair ergonomic,Nike office chair ergonomic Model 962,23925.5,,4.6,2246,flipkart,,5 Days,,,CSV,Nike,5,20.0,True,Premium
office chair ergonomic,Boat office chair ergonomic Model 306,33632.0,,3.7,803,reliance digital,,2 Days,,,CSV,Boat,14,7.142857142857142,False,Luxury
microwave oven convection,Boat microwave oven convection Model 962,13198.0,,4.3,3270,amazon,,2 Days,,,CSV,Boat,8,12.5,True,Premium
microwave oven convection,Puma microwave oven convection Model 409,19446.0,,3.8,2308,croma,,2 Days,,,CSV,Puma,13,7.6923076923076925,False,Premium
air fryer India,HP air fryer India Model 794,27642.0,,4.9,22,reliance digital,,5 Days,,,CSV,HP,2,50.0,True,Luxury
power bank fast charging,Boat power bank fast charging Model 410,7209.0,,3.8,4713,flipkart,,Free Delivery,,,CSV,Boat,13,7.6923076923076925,False,Premium
microwave oven convection,Boat microwave oven convection Model 217,4482.0,,3.2,779,croma,,2 Days,,,CSV,Boat,19,5.263157894736842,False,Mid Range
power bank fast charging,LG power bank fast charging Model 610,32170.0,,3.4,852,reliance digital,,Free Delivery,,,CSV,LG,17,5.88235294117647,False,Luxury
power bank fast charging,Samsung power bank fast charging Model 384,11076.0,,4.4,2498,amazon,,Free Delivery,,,CSV,Samsung,7,14.285714285714285,True,Premium
air fryer India,Puma air fryer India Model 890,22607.0,,3.3,2977,reliance digital,,2 Days,,,CSV,Puma,18,5.555555555555555,False,Premium
microwave oven convection,HP microwave oven convection Model 255,22546.5,,4.8,644,reliance digital,,Free Delivery,,,CSV,HP,3,33.33333333333333,True,Premium
microwave oven convection,LG microwave oven convection Model 538,22546.5,,4.3,3962,reliance digital,,5 Days,,,CSV,LG,8,12.5,True,Premium
men running shoes,Nike men running shoes Model 445,6514.0,,3.1,3970,amazon,,Free Delivery,,,CSV,Nike,20,5.0,False,Premium
power bank fast charging,Nike power bank fast charging Model 184,26131.0,,2.8,1599,croma,,2 Days,,,CSV,Nike,23,4.3478260869565215,False,Luxury
power bank fast charging,Puma power bank fast charging Model 391,21690.0,,3.2,3331,flipkart,,2 Days,,,CSV,Puma,19,5.263157894736842,False,Premium
office chair ergonomic,LG office chair ergonomic Model 994,13287.0,,4.6,414,croma,,Free Delivery,,,CSV,LG,5,20.0,True,Premium
microwave oven convection,Sony microwave oven convection Model 718,22546.5,,4.0,1163,croma,,5 Days,,,CSV,Sony,11,9.090909090909092,False,Premium
power bank fast charging,Philips power bank fast charging Model 285,26131.0,,3.0,2704,amazon,,5 Days,,,CSV,Philips,21,4.761904761904762,False,Luxury
men running shoes,HP men running shoes Model 483,22065.0,,3.3,4703,amazon,,2 Days,,,CSV,HP,18,5.555555555555555,False,Premium
men running shoes,Boat men running shoes Model 963,1439.0,,3.7,2268,reliance digital,,Free Delivery,,,CSV,Boat,14,7.142857142857142,False,Mid Range
air fryer India,Sony air fryer India Model 556,4039.0,,3.1,2150,amazon,,5 Days,,,CSV,Sony,20,5.0,False,Mid Range
microwave oven convection,Nike microwave oven convection Model 557,26380.0,,4.7,3235,flipkart,,Free Delivery,,,CSV,Nike,4,25.0,True,Luxury
microwave oven convection,HP microwave oven convection Model 907,38823.0,,3.2,214,croma,,2 Days,,,CSV,HP,19,5.263157894736842,False,Luxury
air fryer India,Nike air fryer India Model 938,6967.0,,2.7,2732,reliance digital,,5 Days,,,CSV,Nike,24,4.166666666666666,False,Premium
microwave oven convection,Philips microwave oven convection Model 214,22546.5,,2.5,343,reliance digital,,Free Delivery,,,CSV,Philips,26,3.8461538461538463,False,Premium
office chair ergonomic,LG office chair ergonomic Model 506,41093.0,,3.2,3648,flipkart,,5 Days,,,CSV,LG,19,5.263157894736842,False,Luxury
men running shoes,Nike men running shoes Model 469,8496.0,,4.5,969,croma,,2 Days,,,CSV,Nike,6,16.666666666666664,True,Premium
air fryer India,HP air fryer India Model 735,6304.0,,3.9,3336,amazon,,5 Days,,,CSV,HP,12,8.333333333333332,False,Premium
men running shoes,Samsung men running shoes Model 267,27684.0,,4.4,2165,flipkart,,5 Days,,,CSV,Samsung,7,14.285714285714285,True,Luxury
men running shoes,LG men running shoes Model 927,10893.0,,3.7,3220,flipkart,,Free Delivery,,,CSV,LG,14,7.142857142857142,False,Premium
air fryer India,Boat air fryer India Model 822,23754.5,,3.8,912,reliance digital,,2 Days,,,CSV,Boat,13,7.6923076923076925,False,Premium
power bank fast charging,Boat power bank fast charging Model 237,40605.0,,4.1,4794,reliance digital,,Free Delivery,,,CSV,Boat,10,10.0,True,Luxury
men running shoes,Samsung men running shoes Model 400,49074.0,,3.4,3514,reliance digital,,2 Days,,,CSV,Samsung,17,5.88235294117647,False,Luxury
air fryer India,Sony air fryer India Model 728,40235.0,,4.9,1832,croma,,Free Delivery,,,CSV,Sony,2,50.0,True,Luxury
office chair ergonomic,Boat office chair ergonomic Model 324,23925.5,,4.1,3258,amazon,,Free Delivery,,,CSV,Boat,10,10.0,True,Premium
microwave oven convection,Puma microwave oven convection Model 672,32574.0,,3.8,4159,reliance digital,,2 Days,,,CSV,Puma,13,7.6923076923076925,False,Luxury
office chair ergonomic,LG office chair ergonomic Model 906,47981.0,,3.7,4032,flipkart,,5 Days,,,CSV,LG,14,7.142857142857142,False,Luxury
air fryer India,Nike air fryer India Model 478,18795.0,,4.7,4940,reliance digital,,Free Delivery,,,CSV,Nike,4,25.0,True,Premium
office chair ergonomic,Puma office chair ergonomic Model 268,19653.0,,3.7,2571,amazon,,5 Days,,,CSV,Puma,14,7.142857142857142,False,Premium
microwave oven convection,Philips microwave oven convection Model 749,12002.0,,4.2,1195,flipkart,,2 Days,,,CSV,Philips,9,11.11111111111111,True,Premium
microwave oven convection,Puma microwave oven convection Model 481,35873.0,,3.1,4742,amazon,,5 Days,,,CSV,Puma,20,5.0,False,Luxury
power bank fast charging,LG power bank fast charging Model 622,13442.0,,4.9,2243,amazon,,5 Days,,,CSV,LG,2,50.0,True,Premium
microwave oven convection,LG microwave oven convection Model 140,48117.0,,2.7,1141,flipkart,,5 Days,,,CSV,LG,24,4.166666666666666,False,Luxury
air fryer India,Philips air fryer India Model 646,11773.0,,4.6,2746,croma,,Free Delivery,,,CSV,Philips,5,20.0,True,Premium
office chair ergonomic,Puma office chair ergonomic Model 799,7517.0,,3.7,2856,croma,,2 Days,,,CSV,Puma,14,7.142857142857142,False,Premium
power bank fast charging,Sony power bank fast charging Model 905,21605.0,,3.2,4282,flipkart,,5 Days,,,CSV,Sony,19,5.263157894736842,False,Premium
men running shoes,LG men running shoes Model 336,10645.0,,2.6,1588,amazon,,2 Days,,,CSV,LG,25,4.0,False,Premium
microwave oven convection,HP microwave oven convection Model 797,22546.5,,4.1,3378,amazon,,Free Delivery,,,CSV,HP,10,10.0,True,Premium
office chair ergonomic,Sony office chair ergonomic Model 805,33876.0,,4.2,4729,flipkart,,2 Days,,,CSV,Sony,9,11.11111111111111,True,Luxury
air fryer India,Sony air fryer India Model 387,23754.5,,3.4,3668,flipkart,,2 Days,,,CSV,Sony,17,5.88235294117647,False,Premium
microwave oven convection,LG microwave oven convection Model 265,36060.0,,2.7,1104,amazon,,Free Delivery,,,CSV,LG,24,4.166666666666666,False,Luxury
men running shoes,Boat men running shoes Model 103,11594.0,,3.9,3659,amazon,,5 Days,,,CSV,Boat,12,8.333333333333332,False,Premium
microwave oven convection,LG microwave oven convection Model 421,1377.0,,5.0,1203,reliance digital,,Free Delivery,,,CSV,LG,1,100.0,True,Mid Range
power bank fast charging,Sony power bank fast charging Model 720,8143.0,,5.0,1895,amazon,,2 Days,,,CSV,Sony,1,100.0,True,Premium
power bank fast charging,HP power bank fast charging Model 730,8200.0,,2.7,633,flipkart,,5 Days,,,CSV,HP,24,4.166666666666666,False,Premium
microwave oven convection,Boat microwave oven convection Model 912,14301.0,,3.4,3397,croma,,5 Days,,,CSV,Boat,17,5.88235294117647,False,Premium
air fryer India,Philips air fryer India Model 480,48641.0,,3.4,436,flipkart,,Free Delivery,,,CSV,Philips,17,5.88235294117647,False,Luxury
office chair ergonomic,Samsung office chair ergonomic Model 401,17691.0,,4.1,4739,flipkart,,2 Days,,,CSV,Samsung,10,10.0,True,Premium
air fryer India,HP air fryer India Model 467,24241.0,,3.6,2577,croma,,5 Days,,,CSV,HP,15,6.666666666666667,False,Luxury
microwave oven convection,Philips microwave oven convection Model 811,40899.0,,3.1,4061,croma,,5 Days,,,CSV,Philips,20,5.0,False,Luxury
office chair ergonomic,HP office chair ergonomic Model 686,40569.0,,4.9,2457,amazon,,2 Days,,,CSV,HP,2,50.0,True,Luxury
men running shoes,Samsung men running shoes Model 708,44224.0,,3.7,4643,reliance digital,,Free Delivery,,,CSV,Samsung,14,7.142857142857142,False,Luxury
air fryer India,Sony air fryer India Model 785,23754.5,,2.8,460,amazon,,Free Delivery,,,CSV,Sony,23,4.3478260869565215,False,Premium
microwave oven convection,Dell microwave oven convection Model 732,22414.0,,4.5,4065,flipkart,,2 Days,,,CSV,Dell,6,16.666666666666664,True,Premium
air fryer India,Philips air fryer India Model 717,21851.0,,4.4,1283,reliance digital,,2 Days,,,CSV,Philips,7,14.285714285714285,True,Premium
air fryer India,Philips air fryer India Model 486,32783.0,,3.0,3444,reliance digital,,Free Delivery,,,CSV,Philips,21,4.761904761904762,False,Luxury
men running shoes,Samsung men running shoes Model 420,25585.0,,4.4,382,reliance digital,,Free Delivery,,,CSV,Samsung,7,14.285714285714285,True,Luxury
men running shoes,HP men running shoes Model 244,27366.0,,4.7,171,amazon,,5 Days,,,CSV,HP,4,25.0,True,Luxury
office chair ergonomic,Samsung office chair ergonomic Model 268,23925.5,,3.8,1147,reliance digital,,Free Delivery,,,CSV,Samsung,13,7.6923076923076925,False,Premium
men running shoes,Boat men running shoes Model 359,22065.0,,3.6,4967,croma,,2 Days,,,CSV,Boat,15,6.666666666666667,False,Premium
office chair ergonomic,Sony office chair ergonomic Model 515,28389.0,,4.6,685,croma,,Free Delivery,,,CSV,Sony,5,20.0,True,Luxury
office chair ergonomic,Philips office chair ergonomic Model 257,17699.0,,2.6,1407,flipkart,,Free Delivery,,,CSV,Philips,25,4.0,False,Premium
microwave oven convection,Dell microwave oven convection Model 900,36248.0,,2.9,3267,flipkart,,Free Delivery,,,CSV,Dell,22,4.545454545454546,False,Luxury
men running shoes,Dell men running shoes Model 531,7064.0,,4.9,2725,reliance digital,,2 Days,,,CSV,Dell,2,50.0,True,Premium
men running shoes,HP men running shoes Model 526,45586.0,,3.7,483,reliance digital,,2 Days,,,CSV,HP,14,7.142857142857142,False,Luxury
men running shoes,Nike men running shoes Model 884,22065.0,,4.0,1629,flipkart,,2 Days,,,CSV,Nike,11,9.090909090909092,False,Premium
